id,content,command_and_control,infection_propagation,secondary_operation,machine_access_control,anti_detection,exfiltration,data_theft,collection,integrity_violation,persistence,destruction,anti_code_analysis,security_degradation,privilege_escalation,availability_violation,anti_behavioral_analysis,discovery
81,"Command Meaning Change the current work directory on the real file CD system MD N/A: the command is actually not implemented Installation or de­installation of Dino, in Windows INSTALL registry and/or as a service EXTRACT Extracts a file stored in ramFS onto the machine DELETE Deletes a file stored on the machine EXEC Executes a file stored in ramFS INJECT Injects a file stored in ramFS into a running process SLEEP Sleeps for a given amount of time KILL Terminates a running process AUTODEL N/A: the command is actually not implemented.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Usage of ramFS in Dino.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"In the case of Dino, ramFS serves as protected storage for one specific file containing the instructions to remove the malware from the machine.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,The developers named this file the “cleaner” and it is executed when Dino receives the command “killBD” (the “BD” acronym is the developers’ designation of the malware).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Figure 2 shows the code responsible for executing this cleaner file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"First, it retrieves the name of the file from Dino’s configuration (“a.ini”), then it retrieves the key to decrypt ramFS, and it finally mounts the file system in memory in order to execute the cleaner file stored inside.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,The verbosity of the error messages makes it particularly easy to understand the purpose of the code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Figure 2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"The cleaner file contains the string “INSTALL ­A “wusvcd” ­U” which, once executed, will uninstall the malware from the machine – “wusvcd” being the name used to register Dino on the machine.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Hence, ramFS serves as a protected container for files to be executed on the machine, offering a disposable execution environment to the operators and leaving very few traces on the system.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,Tasks scheduling in a Unix fashion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"The commands “cronadd”, “cronlist” and “crondel” serve respectively to add, list, and remove scheduled tasks registered in the CRONTAB module.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Those tasks are Dino’s commands.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,The syntax to define scheduled tasks is similar to the one used by the cron Unix command.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,In particular the time at which to run a command is given by a string following the format “minute hour day month year dayofweek”.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"Alternatively, this string can be replaced by “@boot” for a command to run at each startup – whereas some Unix cron implementations accept “@reboot”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"As an example, here is the output of the “cronlist” command after a “wakeup” command has been scheduled to run on 7th April 2015 at 15:44: As we can see, each entry is identified by an “Id”, an incrementing hexadecimal number starting at 0xC0.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,The purpose of the “Local” field remains unclear (the other possible value being “­l”).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"The “Count” parameter counts the number of times a command has been executed, “­1” indicating the command will be executed only once.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"Finally, the “Visibility” field defines whether the command execution will be reported to the C&C (the other possible value being “Silent”).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Attribution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Dino Belongs To The Farm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,The amount of shared code between Dino and known Animal Farm malware leaves very little doubt that Dino belongs to Animal Farm’s arsenal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Among these shared features, we can cite the following: At the very beginning of Dino execution, the current process name is checked against process names used by some sandboxes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,Figure 3.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"A very similar check (against “klavme”, “myapp”, “TESTAPP” and “afyjevmv.exe”) is present in Bunny samples, and in some first­stage implants deployed by Animal Farm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"To hide its calls to certain API functions, Dino employs a classic Animal Farm ploy: a hash is calculated from the function’s name and used to look for the address of the API function.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"The actual hashing algorithm used in Dino is the same that was used in Casper, namely a combination of rotate­left (ROL) of 7 bits and exclusive­or (XOR) operations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,The Dino’s custom file system – the so­called ramFS – is present in several droppers used by Animal Farm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,In those binaries the file system serves to set the persistence of the payload.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"For example, here is the command executed by some NBOT droppers in the context of ramFS: As a final indication that Dino belongs to Animal Farm menagerie, it is noticeable that the output of Dino’s sysinfo command looks like an updated version of the “beacon” from the SNOWBALL implant described in the leaked CSE slides – part of operation SNOWGLOBE, which led to the discovery of Babar: Dino’s sysinfo example output Login/Domain (owner): Administrator/JOHN (john) Computer name: JOHN Organization (country): (United States) RecId: 11173­01­PRS MaxDelay: 3600 Version: 1.2 OS version (SP): 5.1 (Service Pack 3) WOW64: No Default browser: firefox.exe IE version: Mozilla/4.0 (compatible; MSIE 7.0; Win32) First launch: 04/01/2015 – 18:31:14 Time to kill: N/A Last launch : 04/01/2015 – 19:21:44 Mode: N/A | Rights: Admin | UAC: No ID: 4635BEF0­D89D­11E4­B283­000C­29FD2872 InstallAv: 0 Inj: Yes SNOWBALL implant beacon All these indicators together make us very confident that Dino was developed by the Animal Farm group.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,French speaking Developers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Dino adds at least two more indicators to those already documented suggesting that Animal Farm developers are French speaking: Dino’s binary contains a resource whose language code value is 1036.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"The original purpose of this language code is to allow developers to provide resources (menus, icons, version information…) for different locations in the world in the corresponding language.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Interestingly, when a developer does not manually specify the language code, the compiler sets it to the language of the developer’s machine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"So, which language corresponds to the value 1036, or 0x40c in hexadecimal? French (France).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Of course a non­French speaking developer could have deliberately set this value to mislead attribution efforts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"But in more recent Animal Farm binaries (for example Casper), this language code has been set to the classical English (USA) language code.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Therefore, it seems that Animal Farm developers forgot to set this value in their first creations, realized their mistake at some point, and decided to set a standard value.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Someone using the language code as a false flag would have likely kept the strategy going.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"For the record, this Dino sample is not the only Animal Farm binary with 1036 as language code.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Dino’s binary is statically linked with the GnuMP library, which is used to manipulate big numbers in cryptography algorithms.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,The GnuMP code in Dino contains file paths coming from the developer’s machine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,\ \src\arithmetique\mpn\mul.c \ \src\arithmetique\printf\doprnt.c \ \src\arithmetique\mpn\tdiv_qr.c \ \src\arithmetique\mpn\mul_fft.c \ \src\arithmetique\mpn\get_str.c.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"As the attentive reader has probably guessed, “arithmetique” is the French translation of “arithmetic”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Conclusion.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"Dino’s binary shows an intense development effort, from custom data structures to a homemade file system.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"As with other Animal Farm binaries, it bears the mark of professional and experienced developers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"But Dino also shows a poor knowledge, or interest, from these developers in anti­analysis techniques – contrary to what was seen in Casper – as demonstrated, for example, by the verbosity of some Dino’s log messages: All those messages provide substantial help in understanding Dino’s internal workings.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,One will also appreciate the numerous misspellings contained in the messages.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Regarding Dino’s victims, we know very little except that they were located in Iran in 2013.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,This is in accordance with the victimology described by Canada’s CSE in its presentation: That leads us to the final point of this blog: several signs suggest that Dino’s creators are French speaking developers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"These signs add to the pretty long list of indicators already supporting this hypothesis, in particular the ones mentioned by Canada’s CSE.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Indicators of Compromise Indicator Value Sample SHA1 BF551FBDCF5A982705C01094436883A6AD3B75BD C&C URL hXXp://www.azhar.bf/modules/mod_search/found/cache/postal.php C&C URL hXXp://www.rsvniima.org/templates/rsv/icons/din12/postal.php C&C URL hXXp://dneprorudnoe.info/sxd/lang/i18n/charcodes/postal.php Path C:\Program Files\Common Files\wusvcd\wusvcd.exe Default storage file C:\Program Files\Common Files\wusvcd\wusvcd00000000­0000­ names 0000­0000­0000­00000000.{dax,dat,lck} Downloaded file .tmp_dwn name extension Registry key Software\Microsoft\Windows\Windows\CurrentVersion\Run\wusvcd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"Author Joan Calvet, ESET.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Cloud Atlas: RedOctober APT is back in style.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Two years ago, we published our research into RedOctober, a complex cyber-espionage operation targeting diplomatic embassies worldwide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"We named it RedOctober because we started this investigation in October 2012, an unusually hot month.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"After our announcement in January 2013, the RedOctober operation was promptly shut down and the network of C&Cs was dismantled.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"As usually happens with these big operations, considering the huge investment and number of resources behind it, they don't just ""go away"" forever.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Normally, the group goes underground for a few months, redesigns the tools and the malware and resume operations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,See.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,RedOctober Part 1 RedOctober Part 2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Since January 2013, we've been on the lookout for a possible RedOctober comeback.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"One possible hit was triggered when we observed Mevade, an unusual piece of malware that appeared late in 2013.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"The Mevade C&C name styles as well as some other technical similarities indicated a connection to RedOctober, but the link was weak.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,It wasn't until August 2014 that we observed something which made us wonder if RedOctober is back for good.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Meet Cloud Atlas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"In August 2014, some of our users observed targeted attacks with a variation of CVE-2012-0158 and an unusual set of malware.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,We did a quick analysis of the malware and it immediately stood out because of certain unusual things that are not very common in the APT world.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Some of the filenames used in the attacks included.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,FT - Ukraine Russia's new art of war.doc Катастрофа малайзийского лайнера.doc Diplomatic Car for Sale.doc МВКСИ.doc Organigrama Gobierno Rusia.doc Фото.doc Информационное письмо.doc Форма заявки (25-26.09.14).doc Информационное письмо.doc Письмо_Руководителям.doc Прилож.doc Car for sale.doc Af-Pak and Central Asia's security issues.doc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"At least one of them immediately reminded us of RedOctober, which used a very similarly named spearphish: ""Diplomatic Car for Sale.doc"".",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"As we started digging into the operation, more details emerged which supported this theory.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Perhaps the most unusual fact was that the Microsoft Office exploit didn't directly write a Windows PE backdoor on disk.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Instead, it writes an encrypted Visual Basic Script and runs it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,Cloud Atlas exploit payload - VBScript.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,This VBScript drops a pair of files on disk - a loader and an encrypted payload.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,"The loader appears to be different every time and internal strings indicate it is ""polymorphically"" generated.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"The payload is always encrypted with a unique key, making it impossible to decrypt unless the DLL is available.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,We observed several different spear-phishing documents that drop uniquely named payloads.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"For instance, the ""qPd0aKJu.vbs"" file MD5: E211C2BAD9A83A6A4247EC3959E2A730 drops the following files.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,DECF56296C50BD3AE10A49747573A346 - bicorporate - encrypted payload D171DB37EF28F42740644F4028BCF727 - ctfmonrn.dll - loader.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,"The VBS also adds a registry key: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\ setting the key ""bookstore"" to the value ""regsvr32 %path%\ctfmonrn.dll /s"", which ensures the malware runs every time at system boot.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,Some of the DLL names we observed include.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,f4e15c1c2c95c651423dbb4cbe6c8fd5 - bicorporate.dll 649ff144aea6796679f8f9a1e9f51479 - fundamentive.dll 40e70f7f5d9cb1a669f8d8f306113485 - papersaving.dll 58db8f33a9cdd321d9525d1e68c06456 - previliges.dll f5476728deb53fe2fa98e6a33577a9da - steinheimman.dll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Some of the payload names include.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,steinheimman papersaving previliges fundamentive bicorporate miditiming damnatorily munnopsis arzner redtailed roodgoose acholias salefians wartworts frequencyuse nonmagyar shebir getgoing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,The payload includes an encrypted configuration block which contains information about the C&C sever.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"The information from the config includes a WebDAV URL which is used for connections, a username and password, two folders on the WebDAV server used to store plugins/modules for the malware and where data from the victim should be uploaded.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,C&C communication.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,The Cloud Atlas implants utilize a rather unusual C&C mechanism.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"All the malware samples we've seen communicate via HTTPS and WebDav with the same server ""cloudme.com"", a cloud services provider.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"According to their website, CloudMe is owned and operated by CloudMe AB, a company based in Linköping, Sweden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
